total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y
73861,609.08,A,MO,23-Mar-18,15:12:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":11,""open_cc"":7,""mort"":6}",0
34271,94.08,D,CA,04-Apr-18,15:37:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":8,""mort"":0}",0
56556,602.3,A,NC,13-Jan-18,15:05:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":9,""mort"":4}",0
199565,1139.99,C,MI,17-Mar-18,10:09:23.4,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":10,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":18,""open_cc"":16,""mort"":2}",0
150759,93.96,A,TN,04-Apr-18,14:31:58.2,"{""current_delinq"":0,""current_installment"":13,""opened_24m"":6,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":19,""open_cc"":11,""mort"":3}",1
65177,1280.01,B,MI,05-Mar-18,15:24:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":6,""open_cc"":5,""mort"":0}",0
27940,180.67,A,AZ,04-Apr-18,14:02:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":2,""mort"":2}",0
187062,1218.15,A,IN,18-Apr-18,13:57:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":26,""open_cc"":16,""mort"":2}",0
42326,568.6,D,AL,22-Feb-18,10:51:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":32,""open_cc"":19,""mort"":2}",0
3471,620.75,A,WA,03-Mar-18,15:26:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":4,""mort"":0}",0
4920,531.28,B,IN,29-Mar-18,15:38:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":9,""mort"":0}",0
53668,434.46,A,NY,05-Mar-18,13:41:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":5,""mort"":2}",0
67287,609.08,A,OR,05-Mar-18,11:53:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":19,""open_cc"":11,""mort"":3}",0
18172,451.08,C,WA,03-Feb-18,15:21:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":5,""mort"":2}",0
31484,310.33,A,GA,15-Mar-18,16:39:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":7,""mort"":4}",0
17503,96.71,B,NV,03-Mar-18,10:30:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":6,""mort"":0}",0
9892,314.59,B,GA,27-Feb-18,15:34:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":3,""mort"":3}",0
89545,287.16,D,TX,29-Mar-18,11:08:01.9,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":7,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":8,""mort"":2}",0
36296,609.08,A,CO,29-Mar-18,16:54:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":7,""mort"":9}",0
24871,99.63,B,PA,21-Jan-18,10:33:13.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":1,""mort"":0}",0
32495,272.05,B,TX,07-Jan-18,11:52:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":3}",0
22540,100.54,C,IN,03-Jan-18,16:46:38.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":10,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":18,""open_cc"":14,""mort"":1}",0
48386,643.69,B,TX,15-Mar-18,11:12:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":24,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":31,""open_cc"":19,""mort"":3}",0
211005,1005.2,C,AL,13-Mar-18,14:09:23.4,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":10,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":4,""open_cc"":2,""mort"":0}",0
88613,602.3,A,MA,11-Mar-18,14:53:13.3,"{""current_delinq"":0,""current_installment"":13,""opened_24m"":3,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":5,""mort"":0}",0
47715,1172.73,C,MD,12-Apr-18,14:15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":8,""mort"":3}",0
45620,544.09,B,AZ,19-Feb-18,13:16:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":22,""open_cc"":11,""mort"":5}",0
463581,260.14,C,VA,16-Apr-18,14:28:01.9,"{""current_delinq"":0,""current_installment"":35,""opened_24m"":7,""satisfactory"":39,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":4,""mort"":0}",0
17592,76.87,A,TX,08-Apr-18,16:44:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":22,""open_cc"":13,""mort"":1}",0
38793,465.57,A,GA,01-Feb-18,10:56:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":19,""open_cc"":11,""mort"":2}",0
324210,1096.34,A,FL,21-Mar-18,11:25:52.8,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":4,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":20,""open_cc"":10,""mort"":4}",0
9226,173.43,C,FL,15-Mar-18,14:35:55.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":2,""mort"":0}",0
16299,805.75,B,NY,03-Mar-18,14:09:23.4,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":6,""mort"":2}",0
68191,703.24,C,ND,18-Apr-18,11:40:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":9,""satisfactory"":10,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":7,""mort"":1}",0
4175,161.44,A,CA,19-Jan-18,14:11:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":3,""mort"":1}",0
37431,156.11,C,NY,02-Feb-18,17:31:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":17,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":30,""open_cc"":10,""mort"":0}",0
30304,38.67,E,NY,12-Feb-18,16:40:27.5,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":0}",0
36272,568.29,F,LA,15-Jan-18,10:33:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":16,""open_cc"":11,""mort"":1}",0
156202,1076.07,A,TX,01-Mar-18,14:14:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":5,""mort"":2}",0
25753,324.65,B,NY,21-Feb-18,16:20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":11,""open_cc"":11,""mort"":0}",0
20669,466.68,B,CA,14-Feb-18,14:32:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":10,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":23,""open_cc"":4,""mort"":0}",0
24616,217.27,A,TN,13-Feb-18,10:26:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":10,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":9,""mort"":1}",0
9949,361.42,E,TX,03-Feb-18,10:09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":7,""mort"":0}",0
122074,199.63,A,GA,09-Mar-18,15:35:55.2,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":9,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":12,""mort"":2}",0
90637,384.01,B,CA,01-Mar-18,15:38:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":1,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":28,""open_cc"":13,""mort"":0}",0
72536,428.99,B,GA,01-Mar-18,10:29:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":5,""mort"":1}",0
89267,169.87,C,NY,21-Mar-18,14:54:08.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":8,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":5,""mort"":1}",0
42584,136.87,C,TX,10-Feb-18,10:57:22.1,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":0,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":2,""mort"":0}",0
22380,384.06,B,VA,01-Jan-18,15:50:11.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":5,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":4,""mort"":0}",0
27386,326.97,B,NY,15-Feb-18,17:35:55.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":4,""mort"":0}",0
117517,288.05,B,OH,23-Feb-18,13:56:38.2,"{""current_delinq"":0,""current_installment"":19,""opened_24m"":4,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":3,""mort"":3}",0
46965,1005.13,A,FL,02-Apr-18,16:01:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":2,""mort"":0}",0
109800,1229.79,A,NJ,09-Mar-18,14:19:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":11,""total_cc"":27,""open_cc"":21,""mort"":2}",0
281196,347.17,B,MS,15-Jan-18,16:20:27.5,"{""current_delinq"":0,""current_installment"":12,""opened_24m"":5,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":6,""mort"":0}",0
51955,1197.58,C,NC,04-Feb-18,15:17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":6,""mort"":0}",0
66954,310.73,B,KY,07-Mar-18,11:17:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":17,""open_cc"":8,""mort"":2}",0
58112,240.92,A,IL,13-Jan-18,15:18:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":7,""mort"":0}",0
14198,1076.23,A,VA,22-Feb-18,16:46:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":12,""mort"":0}",0
62959,491.62,A,NC,15-Mar-18,15:26:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":21,""open_cc"":11,""mort"":3}",0
34325,121.42,C,NJ,11-Jan-18,14:02:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":32,""open_cc"":20,""mort"":0}",0
65918,216.93,B,CO,20-Apr-18,10:53:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":2,""mort"":0}",0
22014,252.67,C,PA,15-Mar-18,10:08:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":3,""mort"":2}",0
53404,667.19,B,MS,20-Feb-18,15:00:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":5,""mort"":3}",0
135820,301.15,A,IN,07-Mar-18,11:04:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":5,""mort"":0}",0
13076,301.15,A,IN,11-Mar-18,11:05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":5,""mort"":3}",0
1106,550.07,D,NJ,15-Jan-18,16:41:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":10,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":10,""mort"":0}",0
5433,241.76,B,NC,01-Mar-18,10:48:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":5,""open_cc"":5,""mort"":0}",0
113832,512.71,C,MO,09-Mar-18,14:55:47.4,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":13,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":25,""open_cc"":15,""mort"":4}",0
36272,203.85,C,NY,01-Mar-18,13:41:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":6,""mort"":0}",0
26805,181.42,A,MA,15-Mar-18,16:22:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":17,""open_cc"":14,""mort"":2}",0
5685,373.63,D,CA,12-Apr-18,15:16:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}",0
29229,922.35,A,CA,27-Feb-18,14:14:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":8,""mort"":0}",0
43974,679.48,C,CA,06-Apr-18,10:45:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":7,""mort"":0}",0
61946,322.35,B,SC,01-Mar-18,14:00:27.5,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":8,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":17,""open_cc"":13,""mort"":0}",0
36417,368.94,A,FL,12-Apr-18,17:06:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":26,""open_cc"":15,""mort"":1}",0
36928,199.45,B,MI,13-Mar-18,15:17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":15,""open_cc"":9,""mort"":1}",0
105475,375.88,A,TX,23-Jan-18,16:35:55.2,"{""current_delinq"":0,""current_installment"":16,""opened_24m"":4,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":8,""mort"":0}",0
49572,129.85,B,NC,01-Mar-18,10:38:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":12,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":11,""open_cc"":9,""mort"":0}",0
22281,205.3,C,FL,19-Jan-18,15:13:21.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":2,""open_cc"":1,""mort"":0}",0
43864,903.45,A,GA,11-Mar-18,16:20:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":7,""mort"":7}",0
26398,313.89,B,MD,22-Feb-18,17:13:21.5,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":5,""mort"":0}",0
107507,351.87,C,VA,05-Feb-18,16:15:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":7,""mort"":0}",0
28733,192.03,B,IL,14-Feb-18,15:39:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":7,""mort"":1}",0
60913,194.27,C,FL,02-Apr-18,10:52:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":24,""open_cc"":15,""mort"":4}",0
29299,195.91,B,TX,09-Mar-18,15:33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":6,""mort"":0}",0
9972,414.17,A,NH,21-Mar-18,10:12:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":5,""mort"":0}",0
16270,430.65,D,NJ,18-Apr-18,14:21:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":5,""mort"":0}",0
91446,653.93,B,PA,21-Mar-18,17:54:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":34,""open_cc"":16,""mort"":3}",0
29516,876.6,D,MA,17-Mar-18,16:45:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":23,""open_cc"":16,""mort"":0}",0
