total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,vector_feature,non_decimal_feature,sentence_feature,y
28042,768.74,A,CA,03-Jan-18,39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":4,""mort"":0}","[3.01, 5.59, 0.86, 2.0, 6.97]",0b1010000000,ë¶„ì„ ë³´ê³ ???ì„±??0,
48597,346.9,C,MO,17-Mar-18,03:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":8,""mort"":3}","[5.44, 4.49, 9.94, 9.62, 1.82]",0x245,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
58898,681.76,B,MD,12-Feb-18,48:01.9,"{""current_delinq"":0,""current_installment"":11,""opened_24m"":2,""satisfactory"":32,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":33,""open_cc"":19,""mort"":0}","[2.52, 2.11, 9.78, 1.44, 8.08]",0x49,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
12621,375.88,A,IL,22-Feb-18,16:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":7,""open_cc"":7,""mort"":0}","[1.44, 3.36, 2.32, 0.41, 9.92]",0x2bb,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
38325,798.49,A,FL,06-Apr-18,04:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":26,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":44,""open_cc"":23,""mort"":1}","[4.28, 4.39, 9.25, 9.51, 0.03]",0x329,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
2528,173.45,C,TN,01-Feb-18,09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":7,""open_cc"":2,""mort"":0}","[5.19, 1.71, 3.72, 9.23, 0.97]",0x1b0,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
22199,220.03,D,NJ,13-Jan-18,30:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":31,""open_cc"":7,""mort"":2}","[0.4, 1.28, 1.2, 4.67, 2.54]",0b1110001101,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
37585,134.51,D,CA,03-Feb-18,55:47.4,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":10,""open_cc"":7,""mort"":0}","[8.14, 8.82, 1.29, 4.85, 5.76]",0xbf,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
150791,508.99,B,CA,22-Apr-18,24:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":11,""mort"":0}","[8.94, 9.98, 3.56, 6.64, 5.85]",0x290,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
80873,1055.01,C,VA,17-Feb-18,36:38.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":3,""satisfactory"":24,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":31,""open_cc"":16,""mort"":0}","[4.83, 5.6, 8.67, 7.77, 9.44]",0b101010000,ë¶„ì„ ë³´ê³ ???ì„±??0,
44812,729.71,C,NV,07-Mar-18,02:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":5,""mort"":1}","[9.61, 7.29, 7.24, 5.4, 1.94]",0x35d,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
92556,877.91,E,MO,18-Feb-18,50:11.2,"{""current_delinq"":0,""current_installment"":17,""opened_24m"":8,""satisfactory"":38,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":29,""open_cc"":20,""mort"":2}","[8.63, 1.46, 7.01, 6.51, 8.12]",0b1010000110,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
69262,877.73,E,WA,10-Apr-18,33:13.3,"{""current_delinq"":0,""current_installment"":11,""opened_24m"":10,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":7,""mort"":6}","[0.67, 2.22, 6.36, 7.62, 7.39]",0xc3,ë¶„ì„ ë³´ê³ ???ì„±??0,
258766,345.85,C,NY,21-Mar-18,49:43.3,"{""current_delinq"":0,""current_installment"":16,""opened_24m"":2,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":4,""mort"":0}","[3.0, 8.22, 1.23, 5.06, 1.12]",0b11110010,?•ê¸° ?ê? ?„ë£Œ,0
66229,461.03,C,PA,05-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":1}","[1.26, 9.31, 1.48, 3.76, 9.28]",0x1fd,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
15404,304.59,A,UT,19-Jan-18,22:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":4,""mort"":7}","[5.46, 8.5, 0.83, 0.15, 5.02]",0b1010001000,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
19240,341.42,A,CT,29-Jan-18,23:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":3,""mort"":3}","[2.06, 1.8, 4.31, 5.02, 7.21]",0x36f,?•ê¸° ?ê? ?„ë£Œ,0
102590,1241.5,A,CO,13-Jan-18,49:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":26,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":11,""total_cc"":31,""open_cc"":21,""mort"":4}","[5.99, 7.74, 0.78, 2.49, 5.2]",0b111100010,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
12775,118.91,C,NV,12-Apr-18,14:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":4,""mort"":0}","[4.49, 5.82, 9.22, 8.34, 7.57]",0b1100010000,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
16486,320.05,B,CA,20-Feb-18,15:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":7,""mort"":0}","[5.94, 3.34, 5.84, 2.13, 5.72]",0b111000111,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
52121,358.58,D,WV,11-Mar-18,14:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":6,""mort"":0}","[4.96, 2.22, 9.93, 9.9, 6.03]",0b100110,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
107066,335.12,C,IL,25-Mar-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":10,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":20,""open_cc"":17,""mort"":0}","[5.26, 6.69, 4.78, 3.4, 2.48]",0xf4,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
10946,360.87,C,AL,20-Apr-18,50:11.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":5,""mort"":1}","[1.23, 8.66, 8.69, 8.22, 8.41]",0b100000101,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
21770,446.88,A,OR,01-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":5,""mort"":0}","[5.17, 2.51, 8.92, 7.0, 8.56]",0b100000011,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
6577,366.72,D,TX,20-Feb-18,00:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":16,""open_cc"":6,""mort"":0}","[3.99, 8.41, 8.74, 0.67, 9.02]",0b100010000,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
138983,445.8,A,MO,18-Apr-18,44:08.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":5,""satisfactory"":29,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":11,""total_cc"":43,""open_cc"":20,""mort"":5}","[1.08, 4.21, 7.44, 2.2, 7.34]",0b100101011,ë¶„ì„ ë³´ê³ ???ì„±??0,
5090,304.59,A,AL,17-Mar-18,33:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":14,""open_cc"":5,""mort"":1}","[4.04, 0.97, 9.61, 7.72, 9.87]",0x257,ë¶„ì„ ë³´ê³ ???ì„±??0,
11424,486.98,B,WA,11-Mar-18,11:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":7,""mort"":0}","[3.47, 5.03, 6.36, 3.72, 8.72]",0b111111000,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
70848,676.83,B,MI,23-Mar-18,17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":8,""mort"":2}","[2.62, 6.91, 2.65, 2.7, 1.78]",0b1010010000,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
2740,184.35,D,AR,22-Apr-18,02:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":4,""mort"":0}","[6.02, 8.28, 1.74, 5.91, 3.29]",0x249,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
161570,932.19,C,CO,29-Mar-18,10:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":5,""open_cc"":2,""mort"":3}","[4.14, 4.24, 7.35, 7.45, 1.57]",0x8d,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
270137,798.67,A,NY,17-Mar-18,57:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":4,""mort"":6}","[6.19, 8.04, 6.13, 7.43, 6.66]",0x3b8,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
109777,309.22,D,IL,10-Apr-18,12:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":5,""mort"":1}","[8.9, 1.98, 9.86, 3.5, 2.47]",0b100111101,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
78141,609.17,A,SC,22-Feb-18,52:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":26,""open_cc"":10,""mort"":7}","[8.38, 6.04, 8.1, 8.81, 6.4]",0x258,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
334296,435.65,C,NY,11-Jan-18,57:22.1,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":3,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":13,""open_cc"":9,""mort"":1}","[0.1, 4.21, 8.8, 6.79, 9.74]",0x2f6,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
16463,187.3,C,CA,06-Apr-18,57:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":2,""mort"":0}","[4.69, 8.55, 8.31, 5.17, 0.42]",0x45,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
61899,239.61,A,OR,27-Jan-18,40:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":22,""open_cc"":6,""mort"":4}","[6.19, 2.76, 9.72, 7.22, 3.0]",0b101100001,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
58767,669.99,A,OH,20-Apr-18,35:55.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":10,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":31,""open_cc"":15,""mort"":2}","[5.36, 2.53, 2.18, 1.3, 4.6]",0b101000001,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
43612,110.7,A,FL,13-Jan-18,47:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":7,""mort"":2}","[6.78, 9.61, 8.67, 1.11, 5.62]",0b1000000,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
17975,240.92,A,IL,31-Jan-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":9,""mort"":1}","[0.95, 4.11, 1.29, 9.92, 4.94]",0x8e,?•ê¸° ?ê? ?„ë£Œ,0
44488,722.84,E,MN,16-Feb-18,24:08.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":4,""mort"":0}","[3.16, 9.8, 9.52, 0.71, 2.83]",0b111100100,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
71835,698.84,A,MD,13-Feb-18,38:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":13,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":28,""open_cc"":15,""mort"":7}","[1.71, 7.73, 3.91, 4.29, 6.89]",0b100111011,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
75878,523.07,B,IL,19-Mar-18,01:58.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":4,""mort"":0}","[2.89, 9.17, 8.33, 2.08, 0.97]",0x1c4,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
90958,773.63,B,CA,16-Feb-18,23:13.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":5,""mort"":4}","[8.17, 9.54, 0.77, 7.07, 4.61]",0xd9,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
36988,104.07,C,CO,21-Jan-18,26:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":2}","[5.1, 2.56, 9.47, 4.63, 5.42]",0b1111000,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
163265,609.08,A,TX,07-Mar-18,49:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":20,""open_cc"":9,""mort"":3}","[7.82, 5.26, 5.52, 3.46, 1.01]",0b1011100,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
68552,602.3,A,IL,16-Feb-18,35:55.2,"{""current_delinq"":0,""current_installment"":13,""opened_24m"":0,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":7,""open_cc"":5,""mort"":1}","[3.47, 7.25, 0.5, 5.77, 9.28]",0b111000,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
39544,361.83,D,CA,21-Mar-18,55:47.4,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":17,""open_cc"":9,""mort"":4}","[4.74, 7.33, 8.22, 0.69, 5.16]",0x1e7,?•ê¸° ?ê? ?„ë£Œ,0
21382,665.62,E,AZ,07-Feb-18,11:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":14,""open_cc"":12,""mort"":2}","[6.21, 2.26, 6.32, 4.62, 7.67]",0x3a5,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
18243,513.18,C,NJ,17-Mar-18,41:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":7,""mort"":0}","[2.93, 0.87, 0.0, 3.52, 5.36]",0x1b,ë¶„ì„ ë³´ê³ ???ì„±??0,
185399,1038.29,D,TX,15-Jan-18,55:47.4,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":9,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":16,""open_cc"":7,""mort"":3}","[2.17, 1.35, 2.21, 5.28, 5.15]",0b11001101,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
7027,428.7,C,NY,01-Feb-18,26:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":5,""open_cc"":2,""mort"":0}","[6.5, 7.9, 7.06, 6.7, 3.64]",0x399,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
16146,36.9,A,HI,25-Feb-18,08:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":7,""mort"":0}","[0.46, 3.34, 0.17, 1.76, 4.33]",0x1fa,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
75855,1197.58,C,IL,23-Jan-18,33:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":4,""mort"":2}","[0.51, 0.15, 6.31, 2.67, 0.1]",0b11001010,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
4169,199.26,B,CA,03-Jan-18,58:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":1}","[5.47, 4.96, 1.71, 6.05, 7.97]",0b1000110011,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
11730,301.11,A,PA,08-Apr-18,39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":9,""mort"":2}","[6.24, 5.22, 4.04, 7.96, 5.1]",0b1110,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
30255,573.86,E,NC,05-Feb-18,53:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":8,""mort"":1}","[8.5, 0.33, 5.41, 8.03, 7.08]",0xd0,ë¶„ì„ ë³´ê³ ???ì„±??0,
100280,640.01,B,IL,11-Mar-18,34:08.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":5,""mort"":2}","[4.41, 3.46, 4.34, 4.63, 3.41]",0x394,?•ê¸° ?ê? ?„ë£Œ,0
31210,768.74,A,OH,11-Mar-18,00:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":32,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":44,""open_cc"":31,""mort"":3}","[3.68, 6.97, 4.91, 0.49, 9.97]",0b1110111111,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
122638,908.5,D,MI,11-Jan-18,53:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":0,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":5,""mort"":0}","[9.0, 3.84, 7.56, 9.75, 7.91]",0x24,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
118963,199.26,B,VA,01-Jan-18,46:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":9,""mort"":4}","[9.06, 1.85, 5.71, 6.05, 3.24]",0b1100110000,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
43629,546.15,D,FL,29-Jan-18,38:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":17,""open_cc"":15,""mort"":0}","[7.16, 2.55, 5.64, 2.38, 3.08]",0b10010,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
74578,487.34,A,AZ,25-Feb-18,01:58.2,"{""current_delinq"":0,""current_installment"":16,""opened_24m"":11,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":5,""mort"":5}","[4.76, 7.2, 5.0, 8.18, 3.6]",0b1101001100,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
158933,1162.17,B,WA,09-Mar-18,39:43.3,"{""current_delinq"":0,""current_installment"":11,""opened_24m"":7,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":5,""mort"":2}","[1.99, 5.16, 9.46, 6.57, 1.4]",0b1001000101,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
22523,320.01,B,FL,25-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":2,""mort"":3}","[8.84, 0.37, 3.63, 3.42, 9.97]",0x15c,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
19662,1204.6,A,NY,13-Mar-18,37:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":30,""open_cc"":11,""mort"":4}","[6.94, 0.55, 5.37, 3.49, 1.3]",0x1b2,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
17475,98.08,B,OH,12-Apr-18,28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":8,""mort"":0}","[8.4, 2.36, 7.29, 9.19, 7.36]",0xeb,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
24861,55.86,A,MN,11-Mar-18,03:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":14,""open_cc"":2,""mort"":2}","[0.87, 9.33, 6.1, 6.61, 4.98]",0x245,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
5223,196.15,B,NC,17-Mar-18,14:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":6,""open_cc"":4,""mort"":0}","[1.82, 1.71, 2.58, 5.28, 1.06]",0b100110100,ë¶„ì„ ë³´ê³ ???ì„±??0,
27333,276.75,A,NY,02-Feb-18,24:08.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":7,""mort"":0}","[7.95, 5.03, 6.78, 1.78, 2.87]",0xe5,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
50844,420.51,B,OH,23-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":13,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":17,""open_cc"":10,""mort"":5}","[4.77, 3.66, 4.13, 0.63, 6.44]",0b1111010110,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
15189,98.08,B,NJ,10-Apr-18,33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":4,""mort"":0}","[0.13, 3.83, 5.98, 1.51, 2.18]",0x81,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
9266,903.82,D,CA,01-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":7,""mort"":2}","[3.68, 3.93, 2.22, 4.93, 1.23]",0b101111111,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
